src,dst
Richard Andrew Williams,Robert G Aykroyd
Manuchehr Soleimani,Robert G Aykroyd
François Dupressoir,Pierre-Yves Strub
François Dupressoir,José Bacelar Almeida
François Dupressoir,Michael Emmi
Bogdan Warinschi,François Dupressoir
François Dupressoir,Tiago Oliveira
Dimitrios Gunopulos,Evimaria Terzi
Ayşe (Bener) Başar,Ayşe Tosun
Ayşe Tosun,Natalia Juristo
Ayşe Tosun,Ekrem Kocaguneli
Ayşe Tosun,Davide Fucci
Ayşe Tosun,Hakan Erdogmus
Ayşe Tosun,Tim Menzies
Ayşe Tosun,Pilar Rodríguez
Donald Hearn,Panos Pardalos
Helder P. Oliveira,Luis F. Teixeira
Andre Noll Barreto,Richard Demo Souza
Tobias Oder,Tobias Schneider
Gregor Leander,Tobias Schneider
Falk Schellenberg,Tobias Schneider
Krzysztof Czarnecki,Markus Völter
Volker Rasche,Waldemar Zylka
Davide Fucci,Natalia Juristo
Giuseppe Scanniello,Natalia Juristo
Natalia Juristo,V Basili
Alexandros Xafopoulos,George Almpanidis
Alexandros Xafopoulos,Tsekeridou
Kari Visala,Mikko Särelä
Christian Mainka,Martin Grothe
Martin Grothe,Paul Rösler
Martin Grothe,Tibor Jager
Juraj Somorovsky,Martin Grothe
Joshua Brody,Michal Koucky
Harry Buhrman,Joshua Brody
Ljubomir Perković,Nicolas Bonichon
Ljubomir Perković,nicolas hanusse
Ming Li,"Yuguang ""Michael"" Fang"
Ming Li,Xiaoxia Huang
Ming Li,Victor C. M. Leung
Adlen KSENTINI,Dr. Ubaid abbasi
Abbas BRADAI,Dr. Ubaid abbasi
Andreas Dirk Wieck,Henning Höpfner
Arne Ludwig,Henning Höpfner
Henning Höpfner,Volker Jaedicke
Christiane Antweiler,Peter Vary
Georgios Kambourakis,Georgios Portokalidis
Bruce Donald,Swati Jain
Karine Altisen,Stéphane Devismes
Ajoy K Datta,Stéphane Devismes
Sebastien Tixeuil,Stéphane Devismes
Franck Petit,Stéphane Devismes
Pan Hui,Yong Li
Antti Ylä-Jääski,Pan Hui
Hugo Miguel P. Choupina,Jose Maria Fernandes
Christian Vollmar,Hugo Miguel P. Choupina
Jiguang He,Tachporn Sanguanpuak
Kallisthenis I. Sgouras,Paschalis Gkaidatzis
G.T. Andreou,Kallisthenis I. Sgouras
Pan Hui,Xiang Su
Ekaterina Gilman,Xiang Su
Oleksiy Mazhelis,Xiang Su
Julien Mineraud,Xiang Su
Xiang Su,Yong Li
Vassilis Kostakos,Xiang Su
Petteri Nurmi,Xiang Su
Jörg Schröder,Sanjay Govindjee
Gerda Janssens,bart demoen
Gerda Janssens,Luc De Raedt
Angelika Kimmig,Gerda Janssens
Gerda Janssens,Manuel Hermenegildo
Ciprian Corneanu,Fatemeh Noroozi
Antoine Laumond,Bruno Pinaud
Ana Rebelo,Carlos Guedes
Ana Rebelo,Ana Sequeira
Mate Boban,wantanee viriyasitavat
Mate Boban,Peter Steenkiste
Mate Boban,Rui Meireles
Mate Boban,Tommy Svensson
Jesus Alonso-Zarate,Mate Boban
Andreas I. Chrysochos,Theofilos Papadopoulos
Dimitrios Tsiamitros,Theofilos Papadopoulos
Andrew J Roscoe,Theofilos Papadopoulos
Kostas Gouramanis,Theofilos Papadopoulos
George E. Georghiou,Theofilos Papadopoulos
Dan Doru Micu,Theofilos Papadopoulos
John Sahalos,Stylianos D. Assimonis
Abhishek Sharma,Norman Packard
Anastasios Bezerianos,Hasan Al-Nashash
Hasan Al-Nashash,Nitish Thakor
Dr. Christoph Baer,Timo Jaeschke
Simon Kueppers,Timo Jaeschke
Lukas Piotrowsky,Timo Jaeschke
Marcel van Delden,Timo Jaeschke
Fernando Almeida,Heinrich Hussmann
Bruno Pinaud,Daniel Archambault
Bruno Pinaud,Romain Bourqui
Benjamin Renoust,Bruno Pinaud
George Chatzieleftheriou,Scott  A. Smolka
Fabien Jourdan,Romain Bourqui
Patricia Thebault,Romain Bourqui
Paolo Simonetto,Romain Bourqui
Joris Sansen,Romain Bourqui
Benjamin Renoust,Romain Bourqui
Anastasios A. Economides,Dimitra Kampitaki
Anastasios A. Economides,Panagiotis Bamidis
João S. Resende,Patrícia R. Sousa
Hugo Proença,João C. Neves
Eugenio Oliveira,Hugo Proença
Prof. Theodoros D. Tsiboukis,Theodoros Zygiridis
Stamatios (Akis) Amanatiadis,Theodoros Zygiridis
Theodoros Zygiridis,Thomas Lagkas
Alexandros I. Dimitriadis,Theodoros Zygiridis
Hermann Kohlstedt,Martin Ziegler
Matthias Richter,vincent lorant
Julian Perelman,Matthias Richter
Matthias Richter,Mirte A.G. Kuipers
Roderic Guigo,Seirian Sumner
George T. Kanellos,Theoni Alexoudi
Dimitris Tsiokos,George T. Kanellos
George T. Kanellos,Konstantinos Vyrsokinos
George T. Kanellos,Tolga Tekin
Dimitrios Apostolopoulos,George T. Kanellos
George T. Kanellos,Kyriakos Vlachos
Julia L. Lawall,Nicolas Palix
Gilles Muller,Nicolas Palix
Gaël Thomas,Nicolas Palix
Kadionik,Nicolas Palix
Jean-Rémy Falleri,Nicolas Palix
Efstratios Kontopoulos,Fotis Kokkoras
Fotis Kokkoras,Ioannis Katakis
Fotis Kokkoras,Walid G. Aref
Ahmed Elmagarmid,Fotis Kokkoras
Fotis Kokkoras,Ioannis Refanidis
Dimitrios Gunopulos,Fotis Kokkoras
Lucyna Bilińska,Marta Gmurek
Lucyna Bilińska,Renata Zylla
Tommy Svensson,Volker Jungnickel
Guido Giunti,Vasiliki Mylonopoulou
Ioanna Chouvarda,Vasiliki Mylonopoulou
Paula Alavesa,Vasiliki Mylonopoulou
Katharina Look,Peter Heek
Katharina Look,Oliver Fischer
Nick Mitchell,Peter F Sweeney
John Murphy,Nick Mitchell
Chris Sander,Miguel Andrade
Meirong Liu,Timo Koskela
Meirong Liu,Zhonghong Ou
Meirong Liu,Xiang Su
Qing Hu,Tom Roar Eikebrokk
Jan Bosch,Teemu Karvonen
Antonis Bikakis,Grigoris Antoniou
Antonis Bikakis,Guido Governatori
Antonis Bikakis,Efstratios Kontopoulos
Panos Pardalos,Paola Festa
Ines Campos-Matos,Julian Perelman
Clare Bambra,Ines Campos-Matos
Bob O'Hara,Crispin M. Mutshinda
Adrian Hilton,Hansung Kim
Hansung Kim,gkalelis nikolaos
George Tzanis,Ioannis Katakis
George Tzanis,Ioannis Partalas
Mahmut Kandemir,Vijaykrishnan Narayanan
Airi Salminen,Pasi Tyrväinen
Juhani Iivari,Pasi Tyrväinen
Marikka Heikkila,Pasi Tyrväinen
Jukka 'Jups' Heikkilä,Pasi Tyrväinen
Marc Delcroix,Shinji Watanabe
David Gesbert,Maxime Guillaud
Michalis Vazirgiannis,Yannis Theodoridis
"Emmanouil Dermitzakis, Manolis Dermitzakis",Tuuli Lappalainen
Alexandros G. Rigas,Georgios P. Pavlos
Jean-Claude Weeber,Sergey I. Bozhevolnyi
Diego Kreutz,Paulo Esteves-Verissimo
António Casimiro,Diego Kreutz
Diego Kreutz,Priya Narasimhan
Diego Kreutz,Marilia Curado
James Kuffner,Siddhartha Srinivasa
Christos Goumopoulos,Damianos Gavalas
Bianca Will,Dr. Christoph Baer
Ajoy K Datta,Sebastien Tixeuil
Ajoy K Datta,Franck Petit
Ajoy K Datta,Karine Altisen
Gilles Audemard,Jean-Marie Lagniez
George Katsirelos,Gilles Audemard
Daniel Le Berre,Gilles Audemard
Ioannis Kounelis,Jan Loeschner
Igor Nai Fovino,Jan Loeschner
Maria-Carolina Monard,Yannis Papanikolaou
Ioannis Katakis,Yannis Papanikolaou
Richard Demo Souza,Samuel Baraldi Mafra
Samuel Baraldi Mafra,Samuel Montejo Sánchez
Glauber Brante,Samuel Baraldi Mafra
Daniel Benevides da Costa,Samuel Baraldi Mafra
Matti Pouke,Timo Koskela
Timo Koskela,Zhonghong Ou
Timo Koskela,Toni Alatalo
Minna Pakanen,Timo Koskela
Jonna Hakkila,Timo Koskela
Gilles Muller,Julia L. Lawall
Gaël Thomas,Gilles Muller
Gilles Muller,Ulrik Schultz
Calton Pu,Gilles Muller
Gilles Muller,Luke Hornof
Christos Diou,Evangelia Charmandari
Ahmed Hussen Abdelaziz,Hendrik Meutzner
Bruno Lopes Dalmazo,Marilia Curado
João Vinagre,Marcos Domingues
Fabien Gouyon,João Vinagre
João Vinagre,Mohamed Sordo
Carlos Soares,João Vinagre
João Vinagre,Luís Torgo
Gopal Gupta,Manuel Carro
Julia L. Lawall,Ulrik Schultz
Olivier Danvy,Ulrik Schultz
Alex Shoykhetbrod,Alexander Hommes
Alex Shoykhetbrod,Reinhold Herschel
Alex Shoykhetbrod,Harun Cetinkaya
Dmitry Yershov,Emilio Frazzoli
Arnaud Casteigts,Yessin M. NEGGAZ
Abbas BRADAI,"Roberto Riggio, PhD"
Abbas BRADAI,Tinku Rasheed
Abbas BRADAI,Raouf Boutaba
Abbas BRADAI,Samir Medjiah
Dariusz Rumiński,Krzysztof Walczak
Dariusz Rumiński,Wojciech Cellary
Jiehan Zhou,Kumaripaba Miyurusara Athukorala
Eemil Lagerspetz,Kumaripaba Miyurusara Athukorala
Kumaripaba Miyurusara Athukorala,N. Asokan
Anastasios Karakostas,Ioannis (Yiannis) Kompatsiaris
Anastasios Karakostas,Thanos G. Stavropoulos
Gareth McKinley,J. Miguel Nóbrega
Chaitali Chakrabarti,Vijaykrishnan Narayanan
Elja Arjas,Madhuchhanda Bhattacharjee
Mark Manulis,Tibor Jager
Alexander Doronin,Alexey Popov
Alexander Doronin,Steven Jacques
Alexander Doronin,Valery Tuchin
Alexander Doronin,Alexey Bashkatov
Claes Wohlin,maurizio morisio
Georgios Kornaros,Theofanis Orphanoudakis
Dionisios Pnevmatikatos,Georgios Kornaros
Dimitrios Serpanos,Georgios Kornaros
Georgios Kornaros,Kyriakos Vlachos
Georgios Kornaros,Nikolaos Chrysos
Gaël Thomas,Julia L. Lawall
Evgeny Belyaev,Moncef Gabbouj
Evgeny Belyaev,Uditha Wijewardhana
Efstratios Kontopoulos,Grigoris Antoniou
Ahmad-Reza Sadeghi,N. Asokan
"Roberto Riggio, PhD",Tinku Rasheed
Oriol Sallent,Tinku Rasheed
Brett Ridel,Xavier Granier
Eleftherios Papachristos,Niels van Berkel
Jose Proenca,Nuno Macedo
Nuno Macedo,Rui Couto
Nuno Macedo,Orlando Belo
Jácome Cunha,Nuno Macedo
Marco Maso,Merouane Debbah
Ejder Baştuğ,Marco Maso
HV Poor,Marco Maso
Marco Maso,Stefano Tomasin
Marco Maso,Marios Kountouris
Mariusz Wozniak,Olivier Baudon
Hervé Hocquard,Olivier Baudon
Guillaume Fertin,Olivier Baudon
Jean-Daniel Fekete,Yvonne Jansen
Francesca Arcelli Fontana,Marco Zanoni
Igor Nai Fovino,Ioannis Kounelis
Caren Tischendorf,Michael Günther
Konstantinos Vyrsokinos,Kyriakos Vlachos
Dimitrios Apostolopoulos,Kyriakos Vlachos
Dionisios Pnevmatikatos,Kyriakos Vlachos
José Devezas,Nuno Cravino
Ana Rebelo,João Carlos Monteiro
Alexandros Pitilakis,Thomas Christopoulos
Ekaterina Gilman,Iván Sánchez Milara
Hannu Kukka,Iván Sánchez Milara
Iván Sánchez Milara,Jorge Goncalves
Iván Sánchez Milara,Vassilis Kostakos
Iván Sánchez Milara,Marko Jurmu
Iván Sánchez Milara,Niels van Berkel
Jiaqi Tan,Priya Narasimhan
Jiaqi Tan,Soila Kavulya
Jiaqi Tan,Utsav Drolia
Anthony Chrysopoulos,Athanassios M. Kintsakis
Ana Ferreira,Cátia Santos-Pereira
Ana Ferreira,Pedro Pereira Rodrigues
Alexandre B. Augusto,Ana Ferreira
Ana Ferreira,Susana Sargento
Arnaud Sallaberry,Benjamin Renoust
Julia L. Lawall,Olivier Danvy
Frank Pfenning,Olivier Danvy
João Paulo Fernandes,Orlando Belo
Dionisios Pnevmatikatos,Vassilis Papaefstathiou
Nikolaos Chrysos,Vassilis Papaefstathiou
Meiko Jensen,Nils Gruschka
Mario Heiderich,Nils Gruschka
Anthony Ephremides,Emmanouil  Fountoulakis
Stelios Pitris,Theoni Alexoudi
George T. Kanellos,Stelios Pitris
Nikolaos Terzenidis,Stelios Pitris
Konstantinos Vyrsokinos,Stelios Pitris
Stelios Pitris,Tolga Tekin
George Dabos,Stelios Pitris
Leandros Tassiulas,Stelios Pitris
Dimitris Tsiokos,Stelios Pitris
Lidia Carvalho,Rogerio Nogueira
Hypolito José Kalinowski,Lidia Carvalho
Lidia Carvalho,"Orlando Frazão, PhD"
Léonard Jaillet,Thierry Simeon
Dionisios Pnevmatikatos,Roberto Giorgi
Daniel G. Costa,Luiz Affonso Guedes
Chintha Tellambura,Prathapasinghe Dharmawansa
Khaled B. Letaief,Prathapasinghe Dharmawansa
Hlaing Minn,Prathapasinghe Dharmawansa
Gary Steri,Riccardo Satta
Costas Lambrinoudakis,Nikolaos Pitropakis
Dimitris A. Gritzalis,Nikolaos Pitropakis
Nikolaos Pitropakis,Professor Tasos Dagiuklas
Athanasios Lioumpas,Shlomi Arnon
Athanasios Lioumpas,Robert Schober
Athanasios Lioumpas,Panagiotis D. Diamantoulakis
Athanasios Lioumpas,Panagiotis Sarigiannidis
Anja Keskinarkaus,Ekaterina Gilman
Ekaterina Gilman,Satu Tamminen
Ekrem Kocaguneli,Fayola Peters
Bora Caglayan,Fayola Peters
Fayola Peters,Leandro Minku
Fayola Peters,Lucas Layman
Hamza Khan,Petri Luoto
Choong Seon Hong,Hamza Khan
Amin khajehnejad,Babak Hassibi
Amin khajehnejad,Salman Avestimehr
Julia L. Lawall,Luke Hornof
Calton Pu,Luke Hornof
Dr. Christoph Baer,Simon Kueppers
Koen Bertels,Razvan Nane
Mickaël Raulet,Shuvra S. Bhattacharyya
Johanna Ylipulli,Matti Pouke
Johanna Ylipulli,Vassilis Kostakos
Johanna Ylipulli,Marko Jurmu
Johanna Ylipulli,Toni Alatalo
Johanna Ylipulli,Paula Alavesa
Anind K. Dey,Johanna Ylipulli
Johanna Ylipulli,Minna Pakanen
Johanna Ylipulli,Tommi Heikkinen
Roderic Guigo,Sarah Djebali
Michael Sammeth,Sarah Djebali
Sarah Djebali,Tuuli Lappalainen
"Emmanouil Dermitzakis, Manolis Dermitzakis",Sarah Djebali
Gaël Dias,Ricardo Campos
Célia Nunes,Ricardo Campos
Jari Hannuksela,Pekka Sangi
Janne Janhunen,Jari Hannuksela
Jari Hannuksela,Riku Hietaniemi
Jari Hannuksela,Pekka Jääskeläinen
Jari Hannuksela,Marius Tico
Ricardo de Castro,Sergio Matteo Savaresi
Erik schaltz,Ricardo de Castro
João Pedro Trovão,Ricardo de Castro
Cristina Stoica Maniu,Daniel E. Rivera
Risto Nieminen,Tapio T Rantala
Ahmed Hussen Abdelaziz,Sebastian Gergen
Prof. Mohamed-Slim Alouini,Tommy Svensson
Afif Osseiran,Tommy Svensson
Pavlina Fragkou,Vassilis Kaburlasos
Pavlina Fragkou,Vangelis Karkaletsis
Georgios Petasis,Pavlina Fragkou
Pavlina Fragkou,Spyros Kazarlis
Antti J. Moilanen,Xiaobai Li
Antti J. Moilanen,Xiaopeng HONG (洪晓鹏)
Antti J. Moilanen,Tomas Pfister
Christos Tjortjis,Joost Visser
Hadi Ghanbari,Jouni Similä
Hadi Ghanbari,Jan Bosch
Jordi Perez-Romero,Miguel López-Benítez
Ataollah Mokhberdoran,Dirk Van Hertem
Hervé Paulino,Vasco T. Vasconcelos
Mathieu Blanchette,Pierre Guillon
Danny Hermelin,Pierre Guillon
Maëlick Claes,Tom Mens
Maëlick Claes,Umar Farooq
Bram Adams,Maëlick Claes
Alexandros I. Dimitriadis,Stylianos D. Assimonis
Apostolos Ampatzoglou,Stamatia Bibi
Apostolos Ampatzoglou,Panagiotis Sarigiannidis
"Nei Kato(IEEE Fellow, IEICE Fellow)",Zubair Md. Fadlullah
Dennis W. Prather,Gonzalo Arce
Fabien Jourdan,Paolo Simonetto
Fabien Jourdan,Patricia Thebault
Diana Pamela Moya Osorio,José Cândido Silveira Santos Filho
Daniel Benevides da Costa,Diana Pamela Moya Osorio
Diana Pamela Moya Osorio,Richard Demo Souza
Diana Pamela Moya Osorio,IRFAN MUHAMMAD
Daniel Le Berre,Jean-Marie Lagniez
Gregor Leander,Pascal Sasdrich
Miguel Rodrigues,Steven W. McLaughlin
Steven W. McLaughlin,Willie Harrison
IAN  F.  AKYILDIZ,Steven W. McLaughlin
Ihor Korolov,Zoltan Donko
Trevor Lafleur,Zoltan Donko
Jean-Paul Booth,Timo Gans
Arthur Greb,Timo Gans
Timo Gans,Zoltan Donko
Erik Wagenaars,Timo Gans
Ihor Korolov,Timo Gans
Mark J. Kushner,Timo Gans
Edmund Schuengel,Timo Gans
Sandra Schröter,Timo Gans
Jordi Perez-Romero,"Roberto Riggio, PhD"
Alexey Popov,Matti Kinnunen
Alexey Popov,Maciej S. Wróbel
Alexey Popov,Dr. Yury Ryabchikov
Alexey Popov,Janne Lauri
Alexey Bashkatov,Alexey Popov
Antonio Castelo Filho,murilo tome
Antonio Castelo Filho,Cassio M. Oishi
Andrei Gurtov,Simone Soderi
Risto Nieminen,Torbjörn Björkman
Harilaos G. Sandalidis,Theodoros Tsiftsis
Robert Schober,Theodoros Tsiftsis
Choong Seon Hong,Walid Saad
Eleftherios Spyromitros-Xioufis,Ioannis (Yiannis) Kompatsiaris
Eleftherios Spyromitros-Xioufis,Symeon Papadopoulos
Eleftherios Spyromitros-Xioufis,Vasileios Mezaris
Eleftherios Spyromitros-Xioufis,Konstantinos Sechidis
Jean-Paul Booth,Paola Diomede
Paola Diomede,Trevor Lafleur
Paola Diomede,Timo Gans
Arthur Greb,Paola Diomede
Ihor Korolov,Paola Diomede
Paola Diomede,Zoltan Donko
Niels van Berkel,Theodoros (Thodoris) Anagnostopoulos
Simon Klakegg,Theodoros (Thodoris) Anagnostopoulos
Shin'ichi Konomi,Theodoros (Thodoris) Anagnostopoulos
Hugo Conceição,wantanee viriyasitavat
Hugo Conceição,Pedro Gomes
Fabien Gouyon,Luis Sarmento
Luis Sarmento,Rosaldo J. F. Rossetti
Jin Nakazawa,Yuuki Nishiyama
Anind K. Dey,Yuuki Nishiyama
Anas Chaaban,Salman Avestimehr
Andy Alorwu,Niels van Berkel
Farid Nait-Abdesselam,Yassine Hadjadj-Aoul
Konstantinos Samdanis,Yassine Hadjadj-Aoul
Joao Gama,Luís Torgo
Luís Torgo,Orlando Ohashi
Bernhard Pfahringer,Luís Torgo
Krzysztof Czarnecki,Ștefan Stănciulescu
Jacob Krüger,Ștefan Stănciulescu
Christian Kästner,Ștefan Stănciulescu
George Pallis,Pankaj Mehra
Dimitrios Katsaros,Pankaj Mehra
Mikko Salminen,Niklas Ravaja
Lingxiao JIANG,Tegawendé F. Bissyandé
Panagiotis A. Karkazis,Theodore Zahariadis
Ioannis Samoladas,Stamatia Bibi
Ignatios Deligiannis,Ioannis Samoladas
Emelie Engström,Robert Feldt
Emelie Engström,Tony Gorschek
Bram Adams,Emelie Engström
Claes Wohlin,Emelie Engström
Emelie Engström,Kari Smolander
Johan Magnusson,Urban Ask
Jane Elisabeth Frisk,Johan Magnusson
Lance Fortnow,Michal Koucky
Arkadev Chattopadhyay,Michal Koucky
Michal Koucky,Richard Cleve
Florian Alt,Gilles Bailly
Dimitrios Papamartzivanos,Zisis Tsiatsikas
Rémi Mégret,Svebor Karaman
Julien Pinquier,Svebor Karaman
Alexandre B. Augusto,Cátia Santos-Pereira
Alexandre B. Augusto,Ricardo João Cruz-Correia
Alexandre B. Augusto,Rui A. Martins
Georgios Petasis,Vangelis Karkaletsis
Cassio M. Oishi,murilo tome
J. Miguel Nóbrega,murilo tome
Eleftherios N. Tiakas,Panagiotis Symeonidis
Panagiotis Symeonidis,Pavlos Kefalas
Antonios Marinopoulos,Paschalis Gkaidatzis
Priya Narasimhan,Soila Kavulya
Kunal Mankodiya,Priya Narasimhan
João Bispo,Pedro Pinto
Janne Janhunen,Shahriar Shahabuddin
José Bacelar Almeida,Vitor Pereira
François Dupressoir,Vitor Pereira
Laura Cottatellucci,mikko Vehkapera
Flávio Cruz,Frank Pfenning
Dionisios Pnevmatikatos,Harry Manifavas
Benjamin Renoust,Daniel Archambault
Edmund Schuengel,Ihor Korolov
Marc Delcroix,Reinhold Haeb-Umbach
Fani Tzima,Kostas Karatzas
Fani Tzima,Ioannis N. Athanasiadis
Valery Tuchin,"Vyacheslav (Slava) Kalchenko, MD, PhD."
Efstratios Kontopoulos,Ioannis (Yiannis) Kompatsiaris
Efstratios Kontopoulos,Georgios Meditskos
Efstratios Kontopoulos,Kalliopi Kravari
Efstratios Kontopoulos,Theologos Dergiades
Anastasios Karakostas,Efstratios Kontopoulos
Hannu Kukka,Minna Pakanen
Matti Pouke,Minna Pakanen
Minna Pakanen,Toni Alatalo
Jorge Goncalves,Minna Pakanen
Alexandros Liapis,Dimitris G. Sotiropoulos
Alexandros Liapis,Theofanis Orphanoudakis
Eemil Lagerspetz,Petteri Nurmi
Eemil Lagerspetz,Julien Mineraud
Eemil Lagerspetz,Pan Hui
Eemil Lagerspetz,N. Asokan
Harry Manifavas,Ioannis Askoxylakis
Ioannis (Yiannis) Kompatsiaris,Symeon Papadopoulos
Ioannis (Yiannis) Kompatsiaris,Michael G. Strintzis
Ioannis (Yiannis) Kompatsiaris,Spiros Nikolopoulos
Georgios Meditskos,Ioannis (Yiannis) Kompatsiaris
Ioannis (Yiannis) Kompatsiaris,Yannis Avrithis
Ioannis (Yiannis) Kompatsiaris,Magda Tsolaki
Paweł Fiderek,Paweł W. Woźniak
Emmanouil Tsardoulias,Konstantinos Panayiotou
Cezary Zielinski,Emmanouil Tsardoulias
Emmanouil Tsardoulias,Fotis Psomopoulos
Athanassios M. Kintsakis,Emmanouil Tsardoulias
Emmanouil Tsardoulias,John Sahalos
Kari Smolander,Samuli Pekkola
Konstantinos Moustakas,Michael G. Strintzis
Oliver H. Heckl,Ursula Keller
Oliver H. Heckl,Thomas Südmeyer
Matthias Golling,Oliver H. Heckl
Florian Emaury,Oliver H. Heckl
Mario Mangold,Oliver H. Heckl
Alexandr Kostochka,oleg borodin
Jaroslav Nešetřil,oleg borodin
Pascal Ochem,oleg borodin
Guido Giunti,Ioanna Chouvarda
Guido Giunti,Maria Karampela
Beatriz Lorenzo,"Yuguang ""Michael"" Fang"
Beatriz Lorenzo,Jordi Perez-Romero
Allen MacKenzie,Beatriz Lorenzo
Beatriz Lorenzo,Le-Nam Tran
Beatriz Lorenzo,Nenad Milosevic
Angelika Kimmig,Luc De Raedt
Tomas Pfister,Xiaobai Li
Florent Kaisser,Veronique Veque
Krzysztof Walczak,Wojciech Cellary
Fotis Liarokapis,Krzysztof Walczak
Krzysztof Walczak,Panagiotis Petridis
Katerina Mania,Krzysztof Walczak
Ekram Hossain,Walid Saad
Ekram Hossain,HV Poor
Ekram Hossain,Victor C. M. Leung
Dimitris Tsiokos,George Dabos
George Dabos,Jean-Claude Weeber
Alain Dereux,George Dabos
George Dabos,Theoni Alexoudi
George Dabos,George T. Kanellos
George Dabos,Sotirios Papaioannou
George Dabos,Konstantinos Vyrsokinos
George Dabos,Giannis Giannoulis
Dimitrios Apostolopoulos,George Dabos
Antti Ylä-Jääski,Zhonghong Ou
Aruna Seneviratne,Guillaume Jourjon
Hendrik Knoche,"Sven Laqua, PhD"
Carlos Parra (ORCID:0000-0002-9695-3775),Romain Rouvoy
Christian Timmerer,Pedro Carvalho
Mattavelli Marco,Pedro Carvalho
Pedro Carvalho,Safak Dogan
Ahmed Mehaoua,Pedro Carvalho
Pedro Carvalho,Prof. Dr. Artur Lugmayr
Ejder Baştuğ,Marios Kountouris
Ejder Baştuğ,Muriel Medard
E. C. Pyrgioti,Ioannis Gonos
Georgios Peppas,Ioannis Gonos
Pan Hui,Zhonghong Ou
Andrey Lukyanenko,Zhonghong Ou
Alan Marshall,Joseph R. Cavallaro
Giannis Giannoulis,Hercules Avramopoulos
Dimitrios Apostolopoulos,Giannis Giannoulis
Giannis Giannoulis,Sotirios Papaioannou
Giannis Giannoulis,Konstantinos Vyrsokinos
George Kalfas,Giannis Giannoulis
Chris Vagionas,Giannis Giannoulis
Alberto Abad,Pejman Mowlaee
Vahe Poghosyan,Yolanda del Río
João Manuel R. S. Tavares,Miguel V. Correia
André Catarino,Miguel V. Correia
Antonio Moreira,Miguel V. Correia
Ebrahim Karami,Jorma Lilleberg
Luca Faes,Ralph Gregor Andrzejak
"Daniele Fanteria, PhD",Julien Jumel
Jorge Freire de Sousa,Rosaldo J. F. Rossetti
Xiaoxia Huang,"Yuguang ""Michael"" Fang"
Guillermo Rodriguez-Navas,Paulo Pedreiras
Guillermo Rodriguez-Navas,Thomas Nolte
Joseph Sifakis,Saddek Bensalem
Joseph Sifakis,Karine Altisen
Chittaranjan Tripathy,Pei Zhou
Chintha Tellambura,Sanjeewa Herath
Damien Cassou,Emilie Balland
Damien Cassou,Julia L. Lawall
Athanasios Salifoglou,Stathis B Mavridopoulos
Panagiotis Sarigiannidis,Stathis B Mavridopoulos
George Kalfas,Sotirios Papaioannou
George Kalfas,Hercules Avramopoulos
Dimitrios Apostolopoulos,George Kalfas
Dimitris Tsiokos,George Kalfas
George Kalfas,Symeon Papadopoulos
George Mourgias-Alexandris,Nikolaos Terzenidis
Nikolaos Terzenidis,Theoni Alexoudi
Bernardo Cunha,Luis Paulo Reis
Bernardo Cunha,Paulo Pedreiras
António J. S. Teixeira,Bernardo Cunha
Antonio Moreira,Bernardo Cunha
Dimitris Nikolos,Michail Mavropoulos
Dimitris Nikolos,George  P. Alexiou
José Bacelar Almeida,Michael Emmi
Ioannis (Yiannis) Kompatsiaris,Panagiotis C. Petrantonakis
Magda Tsolaki,Panagiotis C. Petrantonakis
Apostolos Dollas,Panagiotis C. Petrantonakis
Dionisios Pnevmatikatos,Panagiotis C. Petrantonakis
Christopher Huth,Paul Duplys
Angelos D. Keromytis,Zisis Tsiatsikas
Mauro Conti,Zisis Tsiatsikas
Amy Shen,R J Poole
David J Brady,James Carriere
James Carriere,Rebecca Willett
Maria Ines Meyer,Teresa Araújo
Marcos Domingues,Solange Oliveira Rezende
Kostas Tsichlas,Spyros Sioutas
Spyros Sioutas,Yannis Manolopoulos
Davide Fucci,Giuseppe Scanniello
Jeroen Kalkman,Ton G van Leeuwen
Ioannis Iliopoulos,THEODOSIOS THEODOSIOU
Nikos Darzentas,THEODOSIOS THEODOSIOU
THEODOSIOS THEODOSIOU,Vasilis J. Promponas
Romeo Rizzi,Stéphane Vialette
Maxime Crochemore,Stéphane Vialette
Laurent Bulteau,Stéphane Vialette
Cedric Chauve,Stéphane Vialette
Fridolin Okkels,Kristian Jensen
Helene Frankowska,Richard Vinter 
Gregor Leander,Lars Ramkilde Knudsen
Christian Rechberger,Gregor Leander
Joseph R. Cavallaro,Mikko Valkama
Fabien Gouyon,Marcos Domingues
Joao Gama,Marcos Domingues
Dimitris G. Sotiropoulos,Spyros Sioutas
Dimitris G. Sotiropoulos,Theofanis Orphanoudakis
Mattavelli Marco,Mickaël Raulet
Jarmo Takala,Mickaël Raulet
Ioannis N. Athanasiadis,Vassilis Kaburlasos
Spyros Kazarlis,Vassilis Kaburlasos
Lefteris Moussiades,Vassilis Kaburlasos
Anastasios Karakostas,IOANNIS MAGNISALIS
Benjamin Audit,Paul Jaak Janssen
Ildefonso Cases (ORCID:0000-0002-8784-5174),Paul Jaak Janssen
Nikos Darzentas,Paul Jaak Janssen
Dag Ahren,Paul Jaak Janssen
Anton Enright,Paul Jaak Janssen
